ID		2		6
BnaC09g12820D		25		43
BnaC09g12810D		341		295
BnaC09g12800D		102		74
BnaC09g12790D		0		0
BnaC09g12780D		129		99
BnaC09g12770D		112		109
BnaC09g12760D		42		64
BnaC09g12750D		82		77
BnaC09g12740D		9		14
BnaC09g12730D		0		1
BnaC09g12720D		0		8
BnaC09g12710D		61		13
BnaC09g12700D		1		12
BnaC09g12690D		46		32
BnaC09g12680D		197		160
BnaC09g12670D		0		0
BnaC09g12660D		0		0
BnaC09g12650D		0		0
BnaC09g12640D		0		0
BnaC09g12630D		0		0
BnaC09g12620D		0		0
BnaC09g12610D		0		0
BnaC09g12600D		0		0
BnaC09g12590D		0		0
BnaC09g12580D		0		0
BnaC09g12570D		0		1
BnaC09g12560D		16		41
BnaC09g12550D		0		0
BnaC09g12540D		0		0
BnaC09g12530D		4		13
BnaC09g12520D		46		62
BnaC09g12510D		843		815
BnaC09g12500D		93		109
BnaC09g12490D		57		63
BnaC09g12480D		39		3
BnaC09g12470D		0		0
BnaC09g12460D		13		7
BnaC09g12450D		0		0
BnaC09g12440D		0		0
BnaC09g12430D		381		285
BnaC09g12420D		0		0
BnaC09g12410D		0		0
BnaC09g12400D		0		0
BnaC09g12390D		0		0
BnaC09g12380D		0		0
BnaC09g12370D		0		0
BnaC09g12360D		57		14
BnaC09g12350D		659		800
BnaC09g12340D		46		35
BnaC09g12330D		0		0
BnaC09g12320D		13		0
BnaC09g12310D		215		343
BnaC09g12300D		0		1
BnaC09g12290D		2		3
BnaC09g12280D		2		3
BnaC09g12270D		0		0
BnaC09g12260D		36		32
BnaC09g12250D		697		2810
BnaC09g12240D		29		85
BnaC09g12230D		15		3
BnaC09g12220D		2		0
BnaC09g12210D		0		0
BnaC09g12200D		12		25
BnaC09g12190D		80		85
BnaC09g12180D		83		80
BnaC09g12170D		270		218
BnaC09g12160D		116		32
BnaC09g12150D		0		0
BnaC09g12140D		3		58
BnaC09g12130D		96		146
BnaC09g12120D		224		257
BnaC09g12110D		27		50
BnaC09g12100D		8		0
BnaC09g12090D		62		103
BnaC09g12080D		750		1239
BnaC09g12070D		0		0
BnaC09g12060D		0		0
BnaC09g12050D		0		0
BnaC09g12040D		150		310
BnaC09g12030D		53		17
BnaA05g26300D		0		0
BnaA05g26310D		0		0
BnaA05g26320D		0		0
BnaA05g26330D		62		74
BnaA05g26340D		0		0
BnaA05g26350D		0		0
BnaA05g26360D		31		26
BnaA05g26370D		571		497
BnaA05g26380D		171		418
BnaA05g26390D		4		9
BnaA05g26400D		19		12
BnaA05g26410D		30		17
BnaA05g26420D		59		59
BnaA05g26430D		291		312
BnaA05g26440D		2		4
BnaA05g26450D		0		0
BnaA05g26460D		0		0
BnaA05g26470D		242		91
BnaA05g26480D		30		19
BnaA05g26490D		80		146
BnaA05g26500D		45		3
BnaA05g26510D		152		241
BnaA05g26520D		94		127
BnaA05g26530D		482		7
BnaA05g26540D		1		7
BnaA05g26550D		64		81
BnaA05g26560D		559		120
BnaA05g26570D		280		95
BnaA05g26580D		0		0
BnaA05g26590D		218		294
BnaA05g26600D		322		224
BnaA05g26610D		4		0
BnaA05g26620D		0		0
BnaA05g26630D		0		0
BnaA05g26640D		0		0
BnaA05g26650D		0		0
BnaA05g26660D		27		29
BnaA05g26670D		0		0
BnaA05g26680D		0		0
BnaA05g26690D		739		1264
BnaA05g26700D		171		167
BnaA05g26710D		123		99
BnaA05g26720D		309		483
BnaA05g26730D		137		184
BnaA05g26740D		182		569
BnaA05g26750D		64		95
BnaA05g26760D		79		83
BnaA05g26770D		86		152
BnaA05g26780D		445		543
BnaA05g26790D		82		63
BnaA05g26800D		22		14
BnaA05g26810D		13		10
BnaA05g26820D		200		169
BnaA05g26830D		9		2
BnaA05g26840D		82		2
BnaA05g26850D		0		0
BnaA05g26860D		16		0
BnaA05g26870D		152		298
BnaA05g26880D		8		2
BnaA05g26890D		40		51
BnaA05g26900D		760		1058
BnaA05g26910D		0		1
BnaA05g26920D		18		4
BnaA05g26930D		6		87
BnaA05g26940D		153		112
BnaA05g26950D		4		37
BnaA05g26960D		1377		2297
BnaA05g26970D		73		100
BnaA05g26980D		0		3
BnaA05g26990D		413		397
BnaA05g27000D		0		0
BnaA05g27010D		0		0
BnaA05g27020D		0		0
BnaA05g27030D		0		0
BnaA05g27040D		0		4
BnaA05g27050D		0		0
BnaA05g27060D		0		0
BnaA05g27070D		0		0
BnaA05g27080D		107		65
BnaA05g27090D		149		131
BnaA05g27100D		231		254
BnaA05g27110D		0		0
BnaA05g27120D		3		3
BnaA05g27130D		57		46
BnaA05g27140D		713		89
BnaA05g27150D		8		13
BnaA05g27160D		9		3
BnaA05g27170D		0		2
BnaA05g27180D		6		8
BnaA05g27190D		237		234
BnaA05g27200D		245		1346
BnaA05g27210D		189		241
BnaA05g27220D		0		0
BnaA05g27230D		49		54
BnaA05g27240D		68		47
BnaA05g27250D		136		41
BnaA05g27260D		2		21
BnaA05g27270D		321		271
BnaA05g27280D		9		11
BnaA05g27290D		0		0
BnaA05g27300D		63		66
BnaA05g27310D		18		41
BnaA05g27320D		102		68
BnaA05g27330D		42		23
BnaA05g27340D		16		16
BnaA05g27350D		16		16
BnaA05g27360D		388		1
BnaA05g27370D		8		3
BnaA05g27380D		656		586
BnaA05g27390D		204		285
BnaA05g27400D		2		0
BnaA05g27410D		197		352
BnaA05g27420D		245		450
BnaA05g27430D		38		43
BnaA05g27440D		98		102
BnaA05g27450D		22		12
BnaA05g27460D		2		0
BnaA05g27470D		524		357
BnaA05g27480D		21		27
BnaA05g27490D		209		242
BnaA05g27500D		0		0
BnaA05g27510D		122		149
BnaA05g27520D		143		111
BnaA05g27530D		172		188
BnaA05g27540D		79		101
BnaA05g27550D		156		60
BnaA05g27560D		1		0
BnaA05g27570D		0		0
BnaA05g27580D		11		3
BnaA05g27590D		5		5
BnaA05g27600D		48		47
BnaA05g27610D		842		1098
BnaA05g27620D		160		204
BnaA05g27630D		3		2
BnaA05g27640D		44		62
BnaA05g27650D		264		185
BnaA05g27660D		374		645
BnaA05g27670D		111		62
BnaA05g27680D		48		74
BnaA05g27690D		26		27
BnaA05g27700D		40		25
BnaA05g27710D		283		166
BnaA05g27720D		15		15
BnaA05g27730D		1		0
BnaA05g27740D		8		9
BnaA05g27750D		0		0
BnaA05g27760D		28		57
BnaA05g27770D		222		210
BnaA05g27780D		13		14
BnaA05g27790D		185		123
BnaA05g27800D		464		371
BnaA05g27810D		14		3
BnaA05g27820D		2		3
BnaA05g27830D		11		0
BnaA05g27840D		249		209
BnaA05g27850D		583		635
BnaA05g27860D		3		4
BnaA05g27870D		14		10
BnaA05g27880D		99		83
BnaA05g27890D		8		4
BnaA05g27900D		6		3
BnaA05g27910D		14		2
BnaA05g27920D		92		71
BnaA05g27930D		5		39
BnaA05g27940D		52		73
BnaA05g27950D		302		202
BnaA05g27960D		1		0
BnaA05g27970D		150		266
BnaA05g27980D		345		377
BnaA05g27990D		0		1
BnaA05g28000D		353		273
BnaA05g28010D		1		1
BnaA05g28020D		0		6
BnaA05g28030D		49		46
BnaA05g28040D		0		0
BnaA05g28050D		36		33
BnaA05g28060D		11		9
BnaA05g28070D		30		17
BnaA05g28080D		323		281
BnaA05g28090D		129		65
BnaA05g28100D		82		106
BnaA05g28110D		0		7
BnaA05g28120D		0		0
BnaA05g28130D		0		0
BnaA05g28140D		189		262
BnaA05g28150D		58		30
BnaA05g28160D		0		0
BnaA05g28170D		0		0
BnaA05g28180D		286		274
BnaA05g28190D		0		0
BnaA05g28200D		44		28
BnaA05g28210D		92		87
BnaA05g28220D		214		200
BnaA05g28230D		0		0
BnaA05g28240D		0		0
BnaA05g28250D		502		638
BnaA05g28260D		86		15
BnaA05g28270D		375		51
BnaA05g28280D		0		1
BnaA05g28290D		1		0
BnaA05g28300D		11		1
BnaA05g28310D		64		65
BnaA05g28320D		0		0
BnaA05g28330D		653		521
BnaA05g28340D		98		209
BnaA05g28350D		125		86
BnaA05g28360D		13		10
BnaA05g28370D		122		160
BnaA05g28380D		31		3
BnaA05g28390D		451		475
BnaA05g28400D		285		404
BnaA05g28410D		602		208
BnaA05g28420D		252		286
BnaA05g28430D		0		0
BnaA05g28440D		154		152
BnaA05g28450D		626		635
BnaA05g28460D		9		15
BnaA05g28470D		2075		1829
BnaA05g28480D		86		188
BnaA05g28490D		52		38
BnaA05g28500D		27		0
BnaA05g28510D		287		250
BnaA05g28520D		49		146
BnaA05g28530D		173		237
BnaA05g28540D		391		461
BnaA05g28550D		172		125
BnaA05g28560D		133		101
BnaA05g28570D		2		0
BnaC04g19310D		0		0
BnaC04g19320D		0		0
BnaC04g19330D		308		469
BnaC04g19340D		2		0
BnaC04g19350D		0		0
BnaC04g19360D		61		28
BnaC04g19370D		28		12
BnaC04g19380D		0		0
BnaC04g19390D		1		0
BnaC04g19400D		0		0
BnaC04g19410D		7		15
BnaC04g19420D		0		0
BnaC04g19430D		5		7
BnaC04g19440D		140		121
BnaC04g19450D		0		0
BnaC04g19460D		0		0
BnaC04g19470D		239		256
BnaC04g19480D		33		25
BnaC04g19490D		0		0
BnaC04g19500D		3		0
BnaC04g19510D		230		326
BnaC04g19520D		0		0
BnaC04g19530D		1		0
BnaC04g19540D		0		0
BnaC04g19550D		14		2
BnaC04g19560D		0		0
BnaC04g19570D		0		0
BnaC04g19580D		0		0
BnaC04g19590D		79		399
BnaC04g19600D		44		67
BnaC04g19610D		0		0
BnaC04g19620D		0		0
BnaC04g19630D		11		40
BnaC04g19640D		0		0
BnaC04g19650D		0		0
BnaC04g19660D		0		0
BnaC04g19670D		0		2
BnaC04g19680D		29		0
BnaC04g19690D		0		0
BnaC04g19700D		23		27
BnaC04g19710D		10		2
BnaC04g19720D		0		0
BnaC04g19730D		0		0
BnaC04g19740D		0		0
BnaC04g19750D		0		0
BnaC04g19760D		0		0
BnaC04g19770D		0		0
BnaC04g19780D		0		0
BnaC04g19790D		0		0
BnaC04g19800D		1		0
BnaC04g19810D		0		0
BnaC04g19820D		30		1
BnaC04g19830D		1		0
BnaC04g19840D		0		0
BnaC04g19850D		0		0
BnaC04g19860D		0		0
BnaC04g19870D		2		2
BnaC04g19880D		0		0
BnaC04g19890D		7		46
BnaC04g19900D		0		0
BnaC03g55000D		0		0
BnaC03g54990D		0		2
BnaC03g54980D		245		198
BnaC03g54970D		2		0
BnaC03g54960D		81		131
BnaC03g54950D		136		68
BnaC03g54940D		72		59
BnaC03g54930D		10		3
BnaC03g54920D		0		0
BnaC03g54910D		290		393
BnaC03g54900D		43		4
BnaC03g54890D		1		3
BnaC03g54880D		0		0
BnaC03g54870D		0		0
BnaC03g54860D		0		0
BnaC03g54850D		0		0
BnaC03g54840D		63		41
BnaC03g54830D		0		0
BnaC03g54820D		0		0
BnaC03g54810D		10		7
BnaC03g54800D		0		0
BnaC03g54790D		0		0
BnaC03g54780D		57		99
BnaC03g54770D		0		0
BnaC03g54760D		2		2
BnaC03g54750D		1		0
BnaC03g54740D		76		49
BnaC03g54730D		2		0
BnaC03g54720D		29		10
