ID		2		6		Ae_Gae_2		Ae_Gae_3		All1_Gae_2		All1_Gae_3
BnaC04g19600D		19		37		17		14		11		12
BnaC04g19610D		0		0		0		0		0		0
BnaC04g19620D		0		0		0		0		0		0
BnaC04g19630D		5		17		8		2		7		15
BnaC04g19640D		0		0		0		0		0		0
BnaC04g19650D		0		0		0		0		0		0
BnaC04g19660D		0		0		0		0		0		0
BnaC04g19670D		0		1		0		0		0		0
BnaC04g19680D		14		0		0		0		7		11
BnaC04g19690D		0		0		0		0		0		0
BnaC04g19700D		15		10		9		10		8		9
BnaC04g19710D		8		2		0		0		0		1
BnaC04g19720D		0		0		0		0		0		0
BnaC04g19730D		0		0		0		0		0		0
BnaC04g19740D		0		0		0		0		0		0
BnaC04g19750D		0		0		0		0		0		0
BnaC04g19760D		0		0		0		0		0		0
BnaC04g19770D		0		0		0		0		0		0
BnaC04g19780D		0		0		0		0		0		0
BnaC04g19790D		0		0		1		0		0		1
BnaC04g19800D		0		0		0		0		0		0
BnaC04g19810D		0		0		0		0		0		0
BnaC04g19820D		17		0		13		20		11		20
BnaC04g19830D		0		0		0		0		0		0
BnaC04g19840D		0		0		0		0		0		0
BnaC04g19850D		0		0		0		0		0		0
BnaC04g19860D		0		0		0		0		0		0
BnaC04g19870D		1		1		0		2		0		1
BnaC04g19880D		0		0		0		0		1		0
BnaC04g19890D		2		21		0		0		2		0
BnaC04g19900D		0		0		0		0		0		0
BnaC03g55000D		0		0		0		0		0		0
BnaC03g54990D		0		0		0		0		0		0
BnaC03g54980D		109		90		64		42		63		90
BnaC03g54970D		2		0		0		1		0		0
BnaC03g54960D		36		53		56		27		37		46
BnaC03g54950D		66		30		77		69		41		73
BnaC03g54940D		33		34		15		2		8		24
BnaC03g54930D		5		2		4		3		2		1
BnaC03g54920D		0		0		1		0		0		0
BnaC03g54910D		133		190		56		28		124		186
BnaC03g54900D		25		2		0		2		1		9
BnaC03g54890D		1		2		0		1		0		0
BnaC03g54880D		0		0		0		0		0		0
BnaC03g54870D		0		0		0		0		0		0
BnaC03g54860D		0		0		0		0		0		0
BnaC03g54850D		0		0		0		0		0		0
BnaC03g54840D		28		22		14		17		11		20
BnaC03g54830D		0		0		0		0		0		0
BnaC03g54820D		0		0		0		0		0		0
BnaC03g54810D		6		5		17		12		17		12
BnaC03g54800D		0		0		0		0		0		0
BnaC03g54790D		0		0		0		0		0		0
BnaC03g54780D		32		52		29		27		15		29
BnaC03g54770D		0		0		0		0		0		0
BnaC03g54760D		1		2		1		0		0		0
BnaC03g54750D		1		0		0		0		0		0
BnaC03g54740D		38		22		50		28		46		67
BnaC03g54730D		1		0		0		0		0		0
BnaC03g54720D		15		5		9		9		8		10
BnaC03g54710D		0		1		0		0		0		1
BnaC03g54700D		0		0		0		0		0		0
BnaC03g54690D		0		0		0		0		0		0
BnaC03g54680D		0		0		1		0		0		0
BnaC03g54670D		0		1		0		0		0		0
BnaC03g54660D		35		30		70		45		36		49
BnaA06g25070D		1319		492		970		786		906		886
BnaA06g25060D		0		0		0		1		2		0
BnaA06g25050D		19		19		9		9		1		11
BnaA06g25040D		113		112		47		52		47		77
BnaA06g25030D		264		239		66		45		140		141
BnaA06g25020D		422		151		71		51		138		206
BnaA06g25010D		46		73		78		63		62		80
BnaA06g25000D		7		40		15		8		4		6
BnaA06g24990D		125		163		139		90		121		127
BnaA06g24980D		15		8		8		3		16		14
BnaA06g24970D		55		45		28		14		22		29
BnaA06g24960D		117		86		68		61		55		78
BnaA06g24950D		38		36		17		13		15		28
BnaA06g24940D		58		261		319		359		54		89
BnaA06g24930D		4		1		4		7		2		12
BnaA06g24920D		25		22		12		5		15		24
BnaA06g24910D		8		46		46		68		19		22
BnaA06g24900D		75		92		118		74		59		77
BnaA06g24890D		3		1		6		5		8		4
BnaA06g24880D		22		2		7		7		16		25
BnaA06g24870D		2		0		1		0		2		2
BnaA06g24860D		0		0		0		0		0		0
BnaA06g24850D		89		106		72		63		61		77
BnaA06g24840D		94		73		133		88		107		139
BnaA06g24830D		412		224		233		227		277		381
BnaA06g24820D		61		138		61		50		95		108
BnaA06g24810D		2		0		0		0		0		0
BnaA06g24800D		30		10		12		20		23		20
BnaA06g24790D		106		44		25		14		46		60
BnaA06g24780D		18		15		13		11		23		35
BnaA06g24770D		0		1		0		0		1		1
BnaA06g24760D		3		2		7		3		3		2
BnaA06g24750D		0		0		2		3		5		5
BnaA06g24740D		25		3		11		6		29		40
BnaA06g24730D		0		0		0		0		0		0
BnaA06g24720D		0		0		0		0		0		0
BnaA06g24710D		26		18		26		7		12		31
